  50	2.730600e-02	2.980078e-01	1.952446e-01	
  51	2.730600e-02	2.932106e-01	1.895405e-01	
  52	2.730600e-02	2.939514e-01	1.929028e-01	
  53	2.730600e-02	2.940107e-01	1.936592e-01	
  54	2.730600e-02	2.920354e-01	1.896652e-01	
  55	2.730600e-02	2.972746e-01	1.927306e-01	
  56	2.282683e-02	2.945304e-01	1.938889e-01	
  57	2.282683e-02	2.868536e-01	1.949953e-01	
  58	2.282683e-02	2.924112e-01	1.944624e-01	
  59	2.282683e-02	2.938270e-01	1.949632e-01	
  60	2.282683e-02	2.882560e-01	1.880855e-01	
  61	2.077344e-02	2.903811e-01	1.918710e-01	
  62	2.077344e-02	2.862795e-01	1.934471e-01	
  63	2.077344e-02	2.924106e-01	1.962277e-01	
  64	2.077344e-02	2.877087e-01	1.947578e-01	
  65	2.077344e-02	2.829595e-01	1.922630e-01	
  66	2.077344e-02	2.725915e-01	1.879510e-01	
  67	2.077344e-02	2.758659e-01	1.904673e-01	
  68	2.077344e-02	2.802499e-01	1.902484e-01	
  69	2.077344e-02	2.812848e-01	1.890988e-01	
  70	2.077344e-02	2.716773e-01	1.847683e-01	
  71	2.077344e-02	2.818476e-01	1.892785e-01	
  72	2.077344e-02	2.757743e-01	1.869977e-01	
  73	2.077344e-02	2.743031e-01	1.846738e-01	
  74	2.077344e-02	2.727489e-01	1.877638e-01	
  75	2.077344e-02	2.729299e-01	1.867845e-01	
  76	2.077344e-02	2.757336e-01	1.862796e-01	
  77	2.077344e-02	2.782726e-01	1.823608e-01	
  78	2.077344e-02	2.770526e-01	1.871399e-01	
  79	2.077344e-02	2.729004e-01	1.846060e-01	
  80	2.077344e-02	2.680006e-01	1.852015e-01	
  81	2.077344e-02	2.688363e-01	1.815194e-01	
  82	2.077344e-02	2.748535e-01	1.830009e-01	
  83	2.077344e-02	2.688349e-01	1.857842e-01	
  84	1.641342e-02	2.711006e-01	1.857082e-01	
  85	1.641342e-02	2.758467e-01	1.852068e-01	
  86	1.641342e-02	2.724616e-01	1.865556e-01	
  87	1.641342e-02	2.753256e-01	1.860177e-01	
  88	1.641342e-02	2.711064e-01	1.843131e-01	
  89	1.641342e-02	2.719182e-01	1.864204e-01	
  90	1.641342e-02	2.769487e-01	1.873454e-01	
  91	1.641342e-02	2.749683e-01	1.842938e-01	
  92	1.641342e-02	2.803997e-01	1.880848e-01	
  93	1.641342e-02	2.749439e-01	1.858955e-01	
  94	1.641342e-02	2.790204e-01	1.877940e-01	
  95	1.641342e-02	2.722563e-01	1.843727e-01	
  96	1.641342e-02	2.808359e-01	1.880265e-01	
  97	1.641342e-02	2.829006e-01	1.881395e-01	
  98	1.641342e-02	2.728451e-01	1.840762e-01	
  99	1.641342e-02	2.742809e-01	1.908794e-01	
 100	1.641342e-02	2.749236e-01	1.873454e-01	
