   0	7.480049e-02	6.342104e-01	1.151090e-01	
   1	7.480049e-02	5.557817e-01	1.339700e-01	
   2	4.178516e-02	5.021667e-01	1.435390e-01	
   3	4.178516e-02	4.647308e-01	1.521678e-01	
   4	4.178516e-02	4.418887e-01	1.578365e-01	
   5	4.178516e-02	4.222335e-01	1.685368e-01	
   6	3.665854e-02	4.012794e-01	1.692700e-01	
   7	3.665854e-02	3.925181e-01	1.728809e-01	
   8	3.665854e-02	3.787357e-01	1.753562e-01	
   9	3.665854e-02	3.667419e-01	1.746224e-01	
  10	3.665854e-02	3.627622e-01	1.814678e-01	
  11	3.665854e-02	3.578140e-01	1.842091e-01	
  12	3.665854e-02	3.462020e-01	1.828857e-01	
  13	3.665854e-02	3.388113e-01	1.809134e-01	
  14	3.665854e-02	3.326163e-01	1.816977e-01	
  15	3.575847e-02	3.249991e-01	1.859586e-01	
  16	3.575847e-02	3.197627e-01	1.867493e-01	
  17	3.575847e-02	3.169380e-01	1.867867e-01	
  18	3.575847e-02	3.187431e-01	1.884856e-01	
  19	3.460515e-02	3.109471e-01	1.884374e-01	
  20	3.460515e-02	3.092873e-01	1.894738e-01	
  21	3.460515e-02	3.070166e-01	1.896397e-01	
  22	3.460515e-02	3.007931e-01	1.935261e-01	
  23	3.396518e-02	3.059321e-01	1.946121e-01	
  24	3.396518e-02	3.004211e-01	1.938383e-01	
  25	3.396518e-02	2.948165e-01	1.874727e-01	
  26	3.396518e-02	2.920474e-01	1.877887e-01	
  27	3.396518e-02	2.946014e-01	1.933824e-01	
  28	3.396518e-02	2.925702e-01	1.881967e-01	
  29	3.357846e-02	2.912641e-01	1.894548e-01	
  30	3.357846e-02	2.915226e-01	1.892208e-01	
  31	3.357846e-02	2.871007e-01	1.903819e-01	
  32	3.357846e-02	2.908047e-01	1.916216e-01	
  33	3.357846e-02	2.864147e-01	1.908185e-01	
  34	2.834018e-02	2.849316e-01	1.915090e-01	
  35	2.834018e-02	2.865078e-01	1.931064e-01	
  36	2.834018e-02	2.951464e-01	1.965603e-01	
  37	2.834018e-02	2.922796e-01	1.903002e-01	
  38	2.834018e-02	3.019186e-01	1.963045e-01	
  39	2.834018e-02	2.996956e-01	1.958384e-01	
  40	2.834018e-02	2.995942e-01	1.974685e-01	
  41	2.834018e-02	2.958927e-01	1.925406e-01	
  42	2.834018e-02	3.019603e-01	1.959952e-01	
  43	2.834018e-02	3.023957e-01	2.008015e-01	
  44	2.730600e-02	3.116653e-01	1.970986e-01	
  45	2.730600e-02	3.035884e-01	1.958773e-01	
  46	2.730600e-02	3.030647e-01	1.934969e-01	
  47	2.730600e-02	2.926140e-01	1.935862e-01	
  48	2.730600e-02	3.000724e-01	1.944205e-01	
  49	2.730600e-02	2.998973e-01	1.919586e-01	
